"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Jennifer Anderson","","Verified Purchase","Color: Black | Style: Portal TV","B07XPLJ9TZ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPLJ9TZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 26, 2019","United States","love it got it for two other family members ...kids read books back and forth on it","","love it ...multi calling feature","","https://www.amazon.com/gp/profile/amzn1.account.AF337PQHDGWRI5GR4D3XZ3VC5K6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R2FEX5QKFV0RIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","E. Ankers","","Verified Purchase","Color: Black | Style: Portal TV","B07XPLJ9TZ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPLJ9TZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 14, 2020","United States","Best ever!","","Works great!!","","https://www.amazon.com/gp/profile/amzn1.account.AHGCWOXEQPVNWDHVEH4TFGSADNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=51&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R1OQICQ1QBIOD8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Ah-ahahah","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 22, 2021","United States","We love this!","","Perfect way to keep in touch!","","https://www.amazon.com/gp/profile/amzn1.account.AHXTFTLHFX4O22UAPO3OYNGRPZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=13&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R3F4U0NN54X04A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Kindle Customer","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 22, 2020","United States","My husband is handicapped and this is so easy for him to use and communicate with his family.","","easy to use","","https://www.amazon.com/gp/profile/amzn1.account.AE4ASCIZPXXDSZHBWQPTLS3DTLLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=27&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R4OTPUH3WOUGH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","El-Maz","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","September 14, 2020","United States","So i use Facebook messenger and whats up app a lot(daily) so this is an amazing devise for me. It is so cool, it moves when you move (moderate speed, so don't run) and it zooms in and out (for example if you were in a room talking and someone else comes in it zooms out to catch that person and vise versa when that person leaves it zooms back in on you). Also if there is a sound in the background it concentrates on your voice so the person on the other line does not get distracted. Also on messenger you can tell stories (kids stories). Now for Alexa app, its good but not perfect let me explain more so it does pull up recipes and turns on and off the lights but it doesn't save the recipe like the other Alexa apps and it doesn't show you the feed to your cameras but other than that its great and very useful to not have you holding your phone all the time and can multi task while you're chatting... i love it. My advice to you if you dont use the messenger and whats up apps regularly it wouldn't be useful to you. Hope this review helps your decision.","","Amazing and useful","","https://www.amazon.com/gp/profile/amzn1.account.AGLMY6Z5Z5LIUBZ76BEXITCBLO2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=38&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R13KMPOP3GPELT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Will T","","Verified Purchase","Color: Black | Style: Portal TV","B07XPLJ9TZ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPLJ9TZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","February 17, 2020","United States","This would rate a 1/10 for a low level business video conference camera. The image quality is TERRIBLE. However, tying the TV to Facebook video chats is nice for our toddler as he can see his family full size. I'd recommend just buying a video conference camera instead of this if i had it to do over again. The image is always very grainy, when it even works.","","Decent for a home webcam tied to TV but terrible quality","","https://www.amazon.com/gp/profile/amzn1.account.AFUP7NHP2TUARZLPJC5ASDA6O5AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=59&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/RA54FVW2Y2YDE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Eric Johnson","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","January 23, 2019","United States","Love it. Purchased it for my wife so we can see our kids and grandchildren. Great picture quality and sound. A lot of nice extras.","","Worth the money.","","https://www.amazon.com/gp/profile/amzn1.account.AG2LU5QA4LV46TKGP4RVH7FTZO4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=95&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R2TEWI4CGQIQNK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","David","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","June 18, 2019","United States","Bought one for my mom on Christmas stopped working in April. Didnt't buy the warranty. Stopped woring a month after the window closed to reach out to tech support. We all really enjoed it and then it just turned off. My mom figured she would be able to send it in to get it fixed or replaced for a fee, seeing how its such a pricey device, but no. it seems you are out of luck if you dont buy the warrany. Now i know. My advice if you dont want to pay an extral $50 on top of $280, stick with the cheaper alexas and video calls on your phone. its really not all that different.","","Stopped Working after 4 months","5","https://www.amazon.com/gp/profile/amzn1.account.AGA4YS2BY6SX6MATQUM62CHO6BQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=88&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/RL10M7TE4EU8Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","the truth hurts?","","","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 21, 2021","United States","This is scary stuff - the 2 biggest tech behemoths that have the most data are accused of colluding under-the-table and sharing their data with each other. This allows FB to know even more private info about you and follow you everywhere you go across the web. 👎 Why? So that FB can use your personal data to target you and manipulate your purchase decisions, thoughts, and votes. 🧐 It's time to fight back and take control of your data and privacy. MeWe is here! 🥁 At MeWe, you own your data - not us. You are our only customers to serve, not data to share, target, or sell. No Ads, No Targeting, No BS! 👍🥳💯","","wow","","https://www.amazon.com/gp/profile/amzn1.account.AHK65Y3U72TIAVAVKE4I2CQGRJZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=9&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R236P56H4FL8XS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","TCB","","Verified Purchase","Color: White | Style: Portal","B07XPS5W3L","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPS5W3L/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 15, 2021","United States","Alexa and touch screen very easy to use. Have not had to use Tech Support.","","3 out of 3","","https://www.amazon.com/gp/profile/amzn1.account.AHUPYQUZ3PVB4FEINCPDD474T33A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=14&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/RKZPY4DMHSKK6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","NY Takes","","","Color: Black | Style: Portal","B07XPDYRRJ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","August 20, 2020","United States","Not many people have mentioned Whatsapp calling via Portal so I'll focus on that. You link your Whatsapp account from your phone via the Whatsapp Web feature and it takes about a minute. You can then choose to add some of your Whatsapp friends/family to your Favorites so that they're on your home screen. You can also choose some of your Facebook friends as Favorites. This blends in your Favorites from both apps so that you don't have switch between the apps or even think about who uses what app. I think this is very useful and makes it much easier for anyone to use Portal. Your recent contacts also show up on the top of the home screen. The Smart Camera really is great and will amaze you with just how much better it makes video calls. The way it slowly zooms in to focus on you and anyone else in front of it is a lot of fun. You can stand up, walk around, or sit and just talk without thinking about looking at the camera. Currently, the Portal supports Facebook group calls with 8 people and Whatsapp calls with 4 if you call from the Portal BUT up to 8 if you're just getting an incoming group video call. (I checked with their support to make sure.) Zoom will support Portal at some later 2020 date. And for the times when you want to just make an audio only call, this works like a great speaker phone thanks to the advanced mics. Note that you currently can't talk to Portal to make an audio only call. (If you tap on a contact you always get the audio only or video call options.) There's a handful of apps but the most useful ones for most people are probably Spotify and Pandora for music. The speaker is in the back but it's surprisingly good and quite loud. You can ask ""Hey Portal, play The Beatles"" just like you would with a Google Nest Home or Amazon Echo. You can also use the CBS News and ABC News apps which are useful and just convenient. I can't comment on Facebook Video apps as I have no idea who watches anything on it. Is it the perfect well-rounded device? No. It has a few apps and Alexa integration so while it can set alarms, timers, and control your smart lights, it is probably not the best device for it. It's a little slow and all of that seems secondary. Is it nearly perfect for video calling on Facebook and Whatsapp? Yes. Especially for our older relatives that aren't always looking at their phones. This is the video phone from all those old movies and maybe that's all you need.","","Whatsapp and Facebook Messenger calls like never before","1","https://www.amazon.com/gp/profile/amzn1.account.AERMCCEU53XGWUYEZ6JCEDHEJS7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=40&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R29A4C35UM7FS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Christiana W.","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","February 17, 2021","United States","If you so much as move it, it reboots. Continually flashed off and on during a conversation. Would NEvER buy a Facebook product again","","it's junk","","https://www.amazon.com/gp/profile/amzn1.account.AFL5NS3P6FX4Z7XC7HJ35HFLAXTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=14&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R1KM63QN6P1I4M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Kindle Customer","","Verified Purchase","Color: Black | Style: Portal TV","B07XPLJ9TZ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPLJ9TZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","January 02, 2020","United States","There is no help or trouble shooting. My friend has a Portal and we cannot connect on the TV. One of us is on the TV the other has to connect on messenger. We need help and there is no number to call. Please help us.","","Where do I get help?","","https://www.amazon.com/gp/profile/amzn1.account.AFBKUIN37G7RMZ4LVEUK5U6FFD6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=73&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R2YL01IU5DIXZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","joffrey feliciano","","Verified Purchase","Color: White | Style: Portal Plus","B07HG2LSM9","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HG2LSM9/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","March 01, 2021","United States","Very good","","Easy to program","","https://www.amazon.com/gp/profile/amzn1.account.AE6DV32A5QVG2O7Y54PMQWEKS3AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=12&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R1CO31G5GHVYFH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","mmoe","","Verified Purchase","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 26, 2019","United States","I bought this for my mother and step father, so that my kids can keep in touch with them. The whole idea has been nothing short of spectacular. Only complaint is the need for a facebook account, but really worth it if you live a long distance from family. My daughter spends a lot of time baking with her grandma (Wyoming) and aunt (Nevada) who also bake the same items at their house. It's hard to imagine a more immersive experience with your relatives without actually being together. We have the smaller version and I sent my sister the same smaller version; they all work great! Privacy wise, we just unplug it when not in use, no issues.","","Bought for kids to keep in touch with grandparents, excellent!","5","https://www.amazon.com/gp/profile/amzn1.account.AGHYPRFVR6VA5VO3MPJAOH6DMG5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=91&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R3DDK6H9HEQXS7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Allen C. Huffman","VINE VOICE","","Color: Black | Style: Portal","B07XPDYRRJ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","November 24, 2019","United States","Initially I did not want to trust anything with ""Facebook"" on it, but after watching the video and seeing they have a PHYSICAL sliding switch to cover up the camera (and the promise that it also shuts off the microphone connection), I thought I might be able to trust it a bit. My previous experience with Alexa has been limited to the phone app, and a toy robot (Vector) that has Alexa integration. My overall impression is that this is a nice device for playing music, displaying photos, and interacting with Alexa, but not much else. The device is professionally packaged like higher end phones or tablets from other manufacturers. Initial setup is simple. You power on the device, connect to WiFi, do a firmware update that takes about 15 minutes, restart the device, then login to Facebook and Amazon. The device responds to two commands: ""Hey ..."" or ""Alexa"". Depending on which wake up greeting you speak, you'll either get Facebook or Amazon to respond. I have Amazon Prime, so the biggest feature I use the device for is playing Amazon Prime music by asking Alexa to play what I want. Amazon Prime music is nice, as it typically displays the lyrics and has a huge variety of music. I think the speaker has great volume and sound. It has a good sized speaker on the back of the device, so you get good sound that bounces off the walls back towards you. Volume controls are easily accessible on the side of the frame. The Portal can also connect to iHeartRadio, Pandora, and Spotify to play other music or podcasts. (The bass is actually quite impressive for such a small device!) I also use the Portal to display photos from Facebook. You can select which photos you want it to display from albums, or your latest photos. If you install the Portal app on your phone, you can also add individual photos to show on your Portal device. I've tested a few video calls, but I don't frequently video chat with people. The sound was nice, and didn't capture an echo from the speaker like some other video chat programs do. The camera does follow you, but it moves very slowly. I have the Portal on my desk, and with the angle it was at, it often had the ceiling lights in the frame, causing me to move to one side to prevent too much light from being on the call. Pros: 1. Very good music playing device, with a large library of songs from Amazon, and others. 2. There is a cover that slides over the video camera, and when pushed further disables the microphone for privacy. 3. Displaying photos on the device is nice Cons: 1. There are very limited apps for the device. I'd expect it to come with a Facebook app or Amazon apps such as Amazon Music. You can login to Facebook via the browser, and you can control music with Alexa, but I'd expect these to be apps. You can also access YouTube via the browser, and they provide a shortcut for that, but again, not an app. There is also no built in weather app. You can display the current weather in your area on the main screen, but you can't see a forecast unless you ask Alexa to display the forecast. 2. The phone app currently has very limited functionality for loading photos, or calling your Portal device, or other contacts. No other functionality. 3. There is no cast capability for displaying content (music, photos, videos) from one device onto the Portal. A friend of mine has an Echo Show (or whatever the little round one is with the small screen) and I think it may be better (though a smaller screen).","","Good sound and screen. Limited use.","1","https://www.amazon.com/gp/profile/amzn1.account.AF5XT4SZRB7BLH6FB3RXQJBPW4PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=82&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R37KIE4217LE28/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Emily","TOP 1000 REVIEWER","","Color: Black | Style: Portal Plus","B07HFWG8S4","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HFWG8S4/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","November 26, 2018","United States","The screen is gorgeous. And you can talk to it as if it's Alexa ... though it doesn't seem to be able to play Prime Video the way Alexa can. Asking anything by starting with ""Hey Portal"" is bound to lead to disappointment. This is the most immature AI that I've encountered in a long time. It feels like a contest entry rather than like a product that has actually shipped. But, so what, it's got Alexa. And the video calling works. And it can show your facebook photos. And the screen is gorgeous. It's like that friend who isn't very bright and isn't a good conversationalist, but is good looking, strong, and well-connected. So... don't have high hopes for ""hey portal."" Get it because you're an early adopter, or gadget-lover and because you're willing to lower your expectations in the short term. I honestly do have high hopes for this product in the long run, even though it's a bit embarrassing (or admirably bold in putting itself out there without being perfect?) in the first version. And since the problems are software/AI, I think there are few downsides to buying this now and watching the software evolve. The screen is gorgeous, and, at worst, it will be the best digital picture frame / video phone that is synced to your facebook account and can also play amazon music ... that you've ever owned. I really like the Portal, but I feel a sort of maternal need to pat it on the back and tell it to not give up despite its current challenges. Facebook Portal can be a dark horse. It's hard being such a late entrant to the game when people are used to Alexa and Google Home. But it stands apart because of it's superior screen/hardware and its integration with your facebook photos and contacts. That makes up for a lot. Manage your expectations --- expect the AI to be subpar - but the features and integrations to be awesome - and you'll be happy! My overall vote is that Facebook portal is definitely worth buying - but only second to an existing setup with Alexa or Google Home. It definitely can't compete as your primary in-home AI. Not yet. But it's worth adding on, if you can afford to. Could be a real solid contender by 2020.","","Buggy AI in first version - but lots of promise, and great integrations/hardware","10","https://www.amazon.com/gp/profile/amzn1.account.AFFCBN3HRL3ICU56QO4V3N32JVOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=99&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R1OMRJ5B7Z9CB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Ddelcastillo8","","","Color: Black | Style: Portal TV","B07XPLJ9TZ","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPLJ9TZ/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 09, 2019","United States","This device is awesome ! It makes the whole video chatting experience so much fun and comfortable. Being able to chat in your living room with family and friends moving around or sitting on your couch it’s priceless!","","Amazing video chat experience!","","https://www.amazon.com/gp/profile/amzn1.account.AGKI7R5EENB4VOA42IS6AR65YERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=80&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R3E96Z02Q9CE3A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Carolyn","","Verified Purchase","Color: White | Style: Portal","B07XPS5W3L","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07XPS5W3L/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","May 16, 2021","United States","The Amazon features were slow and disappointing. After 8 months, it stopped responding at all. Now I guess it's a limited photo viewer. Very disappointed with this product. Really not worth the money. Don't waste your money.","","Broken after 8 months","","https://www.amazon.com/gp/profile/amzn1.account.AECQD2ISLITCWQAOVLGRNPN77V3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=1&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/R7VAJTH1W79F3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
"B07XPDYRRJ","Facebook Portal - Smart Video Calling 10” Touch Screen Display with Alexa - Black","4.6","1024","Geeky Couple","","Verified Purchase","Color: White | Style: Portal Plus","B07HG2LSM9","https://www.amazon.com/Facebook-Portal-Calling-Screen-Display/product-reviews/B07HG2LSM9/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","December 20, 2020","United States","It looks cool but lacking features big time! Doesn’t do video stuff you would expect like Hulu. Such a big screen with minimum use I regret this purchase.","","Lacking lots. Lame","","https://www.amazon.com/gp/profile/amzn1.account.AECYLXJN242RTLBIZXTD3UREHO7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07XPDYRRJ/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=28&filterByStar=all_stars&sortBy=recent&reviewerType=all_reviews","Facebook","https://www.amazon.com/gp/customer-reviews/RG6RXR9DCIRS6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPDYRRJ","B07XPDYRRJ"
